count|employer_name|employer_address1|employer_address2|employer_city
1|Interface Engineering Inc|100 SW MAIN STREET|SUITE 1600|PORTLAND
1|Cinco Design Office Inc|1001 SE Water Ave|Suite 330|Portland
1|Laundry Studio|1001 SE Water Avenue|Suite 220|Portland
1|Murraysmith Inc|101 SW Main Street|Suite 1000|Portland
1|Upright LLC|10121 SE Sunnyside Road|Suite 300|Clackamas
1|JLD LLC|1020 SW Taylor St|STE 690|Portland
1|ProFocus Inc|10200 SW Eastridge Street|Suite 100|Portland
1|Jarrett Walker & Associates LLC|1021 SE Caruthers St||Portland
1|ABHT LLC|1022 NW Marshall St|Suite 350|Portland
1|CORNFORTH CONSULTANTS INC|10250 SW GREENBURG ROAD|SUITE 111|PORTLAND
1|SailBri Cooper Inc|10300 SW Nimbus Avenue|Suite PB|Tigard
1|Ziba Design Inc|1044 Northwest 9th Avenue||Portland
1|DKS Associates|1050 SW 6th Ave|Suite 600|Portland
1|DKS Associates Inc|1050 SW 6th Avenue|Suite 600|Portland
1|LINDSELL CONSULTING LLC|10509 NW Barclay Terrace||Portland
1|HANNAHS INC|10526 SE WASHINGTON STREET|SUITE A103|Portland
1|Graybox LLC|107 SE Washington St.|Ste 700|Portland
1|Graybox LLC|107 SE Washington Street|Suite 700|Portland
1|Intersoft Systems Inc|10700 SW Beaverton Hillsdale|Hwy 315|Beaverton
1|Intersoft Systems Inc|10700 SW Beaverton Hillsdale Hwy|Suite 315|Beaverton
1|Propeller Inc|108 NW 9th Avenue|Suite 300|Portland
1|Net Assets Corporation|109 River Ave||Eugene
1|Greenworks, P.C.|110 SE Main Street|Suite 100|Portland
1|International Policy Network US Inc|1104 NW 15th Avenue|Ste 300|Portland
1|Walker Macy LLC|111 SW Oak Street, Suite 200||Portland
1|GADUSOL LABORATORIES INC|1110 NE CIRCLE BLVD||CORVALLIS
1|Set Management LLC|1120 NW Couch Street|610|Portland
1|SET Management LLC (d/b/a SET Creative)|1120 NW Couch Street, Suite 610||Portland
1|AltSource Inc|1120 SE Madison Street||Portland
1|Brightworks Sustainability LLC|1125 NW Couch St|Suite 470|Portland
1|Par Dev Solutions LLC|1129 NW Turnberry Terrace||Beaverton
1|QW Consulting LLC|1130 SW Morrison Street|Suite 301|Portland
1|Extendrum Technologies|11340 SW 60th Ave||Portland
1|DARLEY ROAD STUDIOS INC|1140 SW WASHINGTON STREET||PORTLAND
1|Fond Technologies Inc|115 SW Ash Street, Suite 500||Portland
1|GLAS Architects LLC|115 West 8th Avenue, STE 285||Eugene
1|Asha Design LLC|1155 SW Morrisson St.||Portland
1|Opinionated LLC|116 NE 6th Avenue|Suite 300|Portland
1|Lean Engineering LLC|12 NE Fremont St|Unit 5E|Portland
1|Salem Wilvet LLC|120 Ramsgate Square SE||Salem
1|2fORM Architecture PC|121 Lawrence St||EUGENE
1|Act-On Software Inc|121 SW Morrison St.|Suite 1600|Portland
1|Act-On Software Inc|121 SW Morrison Street|Suite 1600|Portland
1|Perkins & Company, PC|1211 SW Fifth Avenue|Suite 1000|Portland
1|SFA Design Group LLC|12112 SW Garden Place||Tigard
1|US Technologies Corporation|1225 NW Murray Road|Suite 112|Portland
1|Airship Group Inc|1225 West Burnside Street|Suite 401|Portland
1|Holst Architecture Inc|123 NE 3rd Ave|Suite 310|Portland
1|Cascade Energy Inc|123 NE 3rd Avenue|Suite 400|Portland
1|Visiting Media LLC|125 W. Main Street||Carlton
1|AVI SERVICES INC|12709 SE DIVISION ST||PORTLAND
1|Resourceful Internet Solutions Inc|1292 HIGH STREET  1015||EUGENE
1|SHIVSIM INCORPORATED|12980 SW Birch Hill Ln.||Tigard
1|The Gartrell Group Inc|1300 SE Stark St.|Suite 304|Portland
1|Olympus Controls Corp.|13633 SW Industry Lane|Suite 100|Sherwood
1|Novus Labs LLC|1365 NE Amberglen Pkwy||Hillsboro
1|Novus Labs LLC|1365 NE Amberglen Pkwy.||Hillsboro
1|SHIVSIM INCORPORATED|13943 NW Country Woods Ln.||Portland
1|Vestas-American Wind Technology Inc|1417 NW Everett St||Portland
1|Vestas-American Wind Technology Inc|1417 NW Everett St.||Portland
1|StaffUpApp Corporation|1435 NW Northrop Street||Portland
1|Orca Security Inc|1455 NW Irving St|Suite 39|Portland
1|Lewis and Van Vleet Inc|14945 SW Sequoia Pkwy|Suite 180|Portland
1|Munzing Structural Engineering LLC|15 SE 16th Avenue||Portland
1|Viable Fit Inc|150 Wildflower Ln||Silverton
1|Sigma Consultants Group Inc|1500 Northwest Bethany Blvd|Suite 200|Beaverton
1|Madden & Baughman Engineering Inc|1500 SW 1st Ave|Suite 630|Portland
1|DYADS CONSULTING LLC|15059 NW ELAINA CT||PORTLAND
1|New Buildings Institute Inc|151 SW 1st Ave|Suite 300|Portland
1|PAE Consulting Engineers Inc|151 SW 1st Avenue|Suite 300|Portland
1|Mackenzie Engineering Inc|1515 SE Water Ave, Suite 100||Portland
1|Mavensoft Technologies LLC|15248 NW Greenbrier Parkway||Beaverton
1|Allied Works Architecture Inc|1532 SW Morrison St.||Portland
1|Quality Counts LLC|15615 SW 74th Ave|Suite 100|Tigard
1|Volantis Semiconductor Inc|15976 NW HECKMAN LN||Portland
1|Stoddard Power Systems LLC|1600 Valley River Driver Suite 380||Eugene
1|ABHT LLC|1640 NW JOHNSON STREET||PORTLAND
1|Geotechnical Resources Inc|16520 SW Upper Boones Ferry Road|Suite 100|Tigard
1|VCA INC|16756 SE 82ND DRIVE||CLACKAMAS
